Unnamed: 0,Product,Review_Summary,Rating
32276,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Initially was hesitant of buying this product as i had never heard of this brand ...Went for it as per the reviews and have been using it for the last 2.5 months..Am extremely happy with the performance . Definitely a great buy..,5
32277,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Reviewing after using 2 months. Very much satisfied in this price range. It took around one week to understand the utensil placing setting and after that machine in functioning perfectly.,5
32278,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",I write this review after using 2 months...till now there is no problem... works really well. cleaning of utensils is very good.low use of detergent and water.no noice.only problem is that no technician came for demo as expected...Midea is good brand.and in this price it's very good choice.you can gi for this dishwasher.,5
32279,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Can engg technician mr.guhan and anbu has done installation and demo done good working keep it up,2
32280,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Good product at a reasnable price,5
32281,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",It was good product in this price range,3
32282,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Not at all useful. It's not capable to clean the vessels or plates properly.,1
32283,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher","Defect piece, water is coming out of dishwasher, nobody has come installation and demo so far. Later defective dishwasher is replaced with new one and in good condition. Performance of DW is very good so far. Thank you Midea.",5
32284,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher","Superfast delivery and installation at a time where it's difficult to buy a dishwasher due to demand. And the machine itself is impressive for the cost! Mind you, it's manufactured by a large Fortune 500 company, which owns Toshiba among others.",5
32285,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Not satisfactory . installation is tidious Job.no satisfied  response regarding water pipe connection. plumber job regarding water tap is imposed on customer . pathetic experience .as of now advise not to purchase,1
32286,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Waste  no fit box open after  option explanation only,5
32287,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",It stopped working after 3 months of use....it's pathetic,1
32288,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Good purchase. Still learning to use efficiently.,4
32289,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Just good. Never compare with IFB build quality but dish washing quality is far far better than IFB. Pathetic demo and installation service. Hence 4 star rated,4
32290,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Using for 02 weeks. Very good results so far. Thanks Flipkart,5
32291,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Waste of spending amount to this machine. ????,1
32292,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Super... duper,5
32293,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Good product.,4
32294,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher","Good performance, installation and demo",5
32295,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",worth as compared to other costly brands,5
32296,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher","The installation person did the job really well without any fuss. Called well in advance before coming, and everything went smoothly. Thank you Bosch.",5
32297,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher","Installation person did not come for installation, Flipkart customer support team informed to get help from local technician for installation but we saw there is a dent for the product.They have cancelled the return of the product also.",1
32298,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",use less,1
32299,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",It does not have rack adjustment hence it is only good for small plates and bowls. Water does not clean upper rack pots properly.,1
32300,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Best one,5
32301,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Very nice awesome work.value for money,4
32302,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Good product Bug only cons is time consumption,5
32303,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Very good product,5
32304,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher","Excellent product, excellent cleaning, Even heavily soiled Kadhai and milk pans come out sparkling clean. Use an eco cycle and ensure to use salt/ rinse aid, utensils appear as they are brand new.",5
32305,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Good,5
32306,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",When power cut power resume function not worked. Machine restart from beginning.,1
32307,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Very useful product for ofyc goers,5
32308,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher","Good choice for small family, 100% satisfied with features",5
32309,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",5star,5
32310,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Quality of cleaning and water saving,5
32311,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Superb in use,5
32312,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Good dishwasher for indian kichen,4
32313,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher","Good for everyday use, but Eco mode takes 4 hours to wash. Also, Tough stains aren't washed properly.After one month usage, I am quite happy with its performance.Untrained technicians - Poor Installation and Demo by Midea. But Good Customer Service from Midea. They tried their best to rectify my concerns.",5
32314,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Good product and nice look and nic performace is good. But i cannt receive booklet of this product,5
32315,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Good.,4
32316,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Really good and usefull product  ..,5
32317,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Does the job.,4
32318,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher","Nice installation, review update after usage",5
32319,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Good one. Perfect for a family of 4/5,5
32320,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Very good,5
32321,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Very good product,5
32322,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Good,5
32323,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Really Nice Product.worth for Money than the over priced Competetors.,5
32324,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Must buy,5
32325,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Excellent product. Saying this after using this product for a year now. Does its job perfectly cleans all type of Indian dishes perfectly.,5
32326,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",It's ok and good at this Price range.,4
32327,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Superb product but pathetic brand and Flipkart after sales supoort,5
32328,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",The product is very good but Flipkart's service is the worst.,5
32329,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher","Hate the product , installation and demo are not done even after 2weeks",4
32330,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Very nice performance,5
32331,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",It's quite easy use ... it takes minimum 90 minutes to wash all utensils..,5
32332,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Wonderful????,5
32333,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher","Very useful product, does the job nicely. So far no issue with the product. Built quality is very sturdy and durable.",5
32334,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Doing great job..Good...,5
32335,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Excellent performance in the budgeted segment. Just go for it,5
32336,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Good product. Highly recommended.,5
32337,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Satisfied with the product.  It is helful than a maid. I love it,4
32338,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Good,5
32339,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Installation and demo satisfactory completed,5
32340,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Perfect budget dishwasher,5
32341,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Very nice and good ????§?,5
32342,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Thank you hello very very good product I am so late purchase very useful thank you Thank u thank you midea company ok bye so nice,5
32343,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher","This machine surprised me with cleaning quality. Being used other brands in Europe and US, I can see the performance of this one is on par and well suited for steel utensils as well.I definitely recommend.",5
32344,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Best in Budget.,4
32345,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Dishwasher good to use and economy at this priceOnly con is 5-7 indian plates can fit in,5
32346,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Can go for it.Best product at less price,5
32347,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher","Everything went perfect. Order to delivery to installation. The installation person was very professional and nice person. Though the installation was delayed by few days, that can be ignored. Machine working well.",5
32348,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Best purchase,5
32349,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Initially received demage product...After replacing received product in perfect condition on 26 may 21.. Installation is done today that is 3 June 21.Installation was completed with midea representative having well knowledge of product and explain each and every detail of dishwasher. First run was completed in almost 4 hrs in eco mode and all the utensils was well washed and having sinning....just look like new.....After using more than 4 months....The product is very good ..Nice and do...,5
32350,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",When i washing after wash some white spot is showing in all articles.what is the cause??also one thing that all spot showing on upper portion not inside the article??,5
32351,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",I was skeptical about purchasing dishwasher. It is good for stainless steel not recommended for hard anodized and aluminium vessels.,4
32352,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Good product,5
32353,"Midea TORRINO,WQP12-5201F Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher",Not impressive. Looks are good but wash non compatible to other dishwashers( very poor),3
