Unnamed: 0,Product,Review_Summary,Rating
32765,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Amazing product. Very effective,and have been using it for a month with no problems whatsoever.",5
32766,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,It's awesome!,5
32767,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,It's good,5
32768,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Amazing.... Life saviour...???,5
32769,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,It is very nice product.,4
32770,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Simply great...delivery and installation is done as specified. Utensils are shiny and clean.,5
32771,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Superb product, have been using it from 5 months. No issues and good cleaning",5
32772,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Excellent and must buy product. Output everytime is awesome. Time is no constraint. Plastic and aluminium vessels are NO GO. But barring that every vessel small as spoon or big as Kadai come out brand new. Detergent, Softner and Rinse Aid need to be stocked and calculated as per the use because apart from big cities it can be procured only via online so a monitored consumption is recommended. Remember, the electric supply is 15 Amp(Big size Socket) and rest usage depends on ingenuity of the u...",5
32773,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Very nice machine. Utensils are clean. Flipkart delivered  it without any damage.  Product was nicely packed to protect  from physcial/ water damage,5
32774,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Installation was good thanks to the Technician for support,5
32775,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Good,5
32776,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"This is best, go for it without second thought",5
32777,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Great product. Really helpful customer support guy.,4
32778,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Very good,5
32779,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Fantastic machine. I have been using this for quite a few months now. No problems what so ever. Power consumption and water consumption is economical. Very happy that I brought this,5
32780,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Product received as expected. Product functions as expected. Very happy with the purchase and produxt,5
32781,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Too good... In this pandemic situation it is too helpful,5
32782,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Using this machine from past 8 months. It does the job and especially in lockdown it is really helpful. suitable for a family of 4 to 6. My Mother and wife are really happy with the product though they were sceptical while I was ordering this product. I made this purchase to get rid of maid related issues.  You can use other brand detergents though Bosch suggests to use their own which are costly. One caution is, you should not leave any solid food particles on the vessels which will cause wa...",5
32783,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Mind blowing,5
32784,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Nice product ????   using this every day without any hassle Just avoid aluminum utensils  otherwise best for daily usage . It also sanitises with hot water and hot water steam feature,5
32785,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Superb. Best in segment.,5
32786,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Doing its job perfectly. Exceeding my expectation. Worth having it in indian homes,5
32787,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Absolute Kickass!!A dishwasher does 95% of the job perfectly. (5% is removing the food and any hard stains which in all take 5 - 10 mins to clear and load). Dishes come sparkling clean. No negatives !!,5
32788,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Served the purpose. Very useful and must have appliance for every household.,4
32789,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Super fast delivery even during the lockdown period. Product is excellent and highly recommended,5
32790,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Amazing dishwasher. Probably the best in it's category. Cleans the utensils quite well. They come out sparkling clean and sanitized. Very silent operation and easy to use. FK delivery was on time. The packaging was good too. Very happy with the product.,5
32791,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,good one.,5
32792,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Its an ultimate product with super fine cleaning n shining on my utensils. Yeah, its sheer truth that it is exclusively made for Indian style utensils. Though it is very difficult to get its salt, detergent during lockdown.",5
32793,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Practical product, very handy machine for the urban lifestyle. One can forget all the headache regarding dish washing and be at peace. Does its Job very well.",4
32794,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Above average cleaning,4
32795,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,good product,5
32796,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Perfect.Freedom on your hand...no dependency on maid.Just fill and off you go.Don't think twice!!!,5
32797,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Good one. Worth the price.,5
32798,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Excellent product, very useful, Easy handlingSuper Services from supplier",5
32799,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,super product and super delivery and service,5
32800,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Don't worry about dirty utensils. Utensils become shiny and clean after dishwasher cleaning,5
32801,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"hi,it wash all dishes but little bit dissatisfied in kadai, cooker, pan, milk boiler and tea vessel which require high pressure.",5
32802,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,excellent and very useful for day to day household utensils,5
32803,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,excellent product and amazing service by flipkart,5
32804,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Great product!! I'd Strongly recommend it,5
32805,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,excellent,5
32806,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Nice product..,5
32807,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Product Is Out Standing But Service Is bad ????,5
32808,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,good working nice. MOM is happy and I am happy.,5
32809,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Item is good but installation service is bad not at all responding waiting for installation,1
32810,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,"Product was good, it works as excepted.Bosch service and Flipkart delivery was flawless.",4
32811,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Good Machine. Working fine. Family members expressed full satisfaction.,5
32812,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,The product is fine.. The installation part could have been better..,4
32813,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,not suitable for Indian kitchen,3
32814,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Nice appliance cleans neat,5
32815,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Nice Product ?????¯,5
32816,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,yet to b installed and use,4
32817,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,product is good - no doubt. however the installation and more importantly demo is inadequate - not up to the mark.,4
32818,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,really worth,5
32819,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,mind blowing purchase must buy !,5
32820,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,v. good product,5
32821,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Very Good,5
32822,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,very nice product. worth every penny,5
32823,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Fastest delivery &  quick installation cum demo. Worth investing & more helpful for family not having servant,5
32824,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Great machine... You try to push it beyond the limits and it will pass all the tests and give you perfectly washed utensils..,5
32825,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,awesome product and it's a life saver during the absence of the maid,5
32826,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,good product,5
32827,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Delayed installation otherwise product is very nice.,3
32828,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,excellent product very usefull clear all doubt must must must buy,5
32829,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,good product. totally satisfied with product.,5
32830,BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,Excellent Dishwasher....,5
